"","sentences","name","country","page","languages"
"1244","in other contexts, government forestry departments view upland communities as being agents of forest destruction and use national laws to curtail land-use practices which they perceive as contributing to degradation of forest lands barney, 200 8. this is commonly the case, for instance, in areas where upland communities use wideness agricultural systems which depend on rotational clearing of forest plots for subsistence crop production. in malaysia, indonesia, laos, and perhaps other parts of the region, state agencies have actively sought to resettle upland communities practicing wideness agriculture and to induce them to adopt sedentary agricultural production systems. although governments have justified such policies as being necessary for development and integration of remote communities with the market economy, they are also often motivated by a desire to make forest resources available for timber extraction and conversion to commercial plantations. in many cases, state agencies and plantation companies have used pressure, intimidation, and at times, physical coercion to compel upland communities to participate in such resettlement programs, while offering nominal compensation.","pdfs/results/Political economy of reforestation/6.txt","8","6","en"
"372","c.m. barr, j.a. sayer  biological conservation 15 4 201 2 91 9 1 5 bop mill project in the early-2000 s. to secure lands for the development of a 75 0,00 0 tonne year kraft pulp mill and a 20 0,00 0 ha plantation base, the company sought to relocate several thousand ban kayak villagers, including some 180 0 individuals living in twelve longhouses along the river ta tau in botulinum district. according to barney 200 7, the affected communities were offered compensation by the plantation company, but the process through which this was negotiated was highly inequitable and provided few guarantees for their livelihood security for the ban longhouse communities living along the river tatau, the resettlement scheme was initiated through a company-led program in which, though the subject of regular visits by company negotiators, the longhouse inhabitants feel they have little control or negotiating position.. . . a major issue of contention for members of the three longhouses facing immediate resettlement was the future security of their landholdings on the opposite bank of the river. one tuamotu rum ah headman in particular feared that once they accepted the resettlement plan and moved to [the relocation site 15 0 km away], they would be unable to maintain their dispersed paula holdings often high-quality longhouse forest reserves, managed for local timber, non-timber, and hunting purposes. the longhouses claimed that timber companies had already extracted much of the timber from the paula without paying compensation. others feared the remaining lands might be seized by other oil palm plantation companies if they were forced to leave. the fact that the land and survey department entered and surveyed land belonging to the longhouse groups without permission, and the company then cleared land without first agreeing to compensation, both in violation of longhouse data [customary law], has resulted in loss of confidence concerning the good faith of state agencies and company negotiators. 4 according to xenakis 199 7 in terms of simply amount of planting of new trees, the social forestry programme has been immensely successful. between 198 0 and 198 7, the government claims to have grown 1 8,86 5 million trees chambers et al., 198 9. if the estimate of survival of 6 0% is taken as correct iipo, 199 1, and taking the number of villages as 58 0,00 0, the average number of surviving new trees per village comes to nearly 1 9,50 0. although members of some longhouses accepted the company resettlement package, many did not. as barney 200 7 notes, this resulted in several ban communities taking up active resistance against the bop pulp mill and plantation project, including protests, road blockades, and legal action to defend their land rights in state courts.","pdfs/results/Political economy of reforestation/7.txt","8","7","en"
"6115","in india, the national government has promoted tree-planting by rural smallholders since 197 6, when it launched an extensive social forestry program saxena, 199 7. through the late-1980 s, the programs main objective was to relieve pressure on state-controlled forests by encouraging farmers to grow trees on village and private lands. the program catalyzed widespread tree-planting on privately-owned farms, particularly in regions with wood industries.4","pdfs/results/Political economy of reforestation/7.txt","8","7","en"
"844","community plantations in fact, whatever the theory, have usually been bureaucratic impositions on villages. participation has been limited, at best confined to a few members of a village elite. community members, especially the poor, have not accepted these plantations as their own. peoples involvement has been limited to the handing over of common lands to the department and to wage employment. they have otherwise remained passive spectators of the raising of trees on their land sida, 199 0, cited in xenakis 199 7.","pdfs/results/Political economy of reforestation/7.txt","8","7","en"
"382","1 6 c.m. barr, j.a. sayer  biological conservation 15 4 201 2 91 9 in other countries across the region, governments and multilateral institutions have sought to encourage small-holders to participate in tree-planting initiatives and to manage reforestation sites over the long-term by providing them with enhanced access and tenure security. in china, for instance, the government has promoted participation in its sloping land conversion program by offering mechanisms for participating farmers to secure long-term property rights over the areas on which they plant trees. a recent review of the program has found that the opportunity to gain more secure tenure far outpaced other incentives, including cash subsidies, in attracting the sustained participation of rural households. summarizing their findings from guangzhou province, for example, gross jean and paleontology 200 9 conclude that households. . . would be willing to maintain reforested lands even if hardly any direct subsidies are offered provided that they receive enhanced tenure and renting rights over their reforested lands as well as improved usage rights that would allow for the uninhibited selection and management of planted tree types as well as their full commercial exploitation.","pdfs/results/Political economy of reforestation/8.txt","8","8","en"
"628","the companies had dominant roles and did not commonly use participatory approaches to socialize or deliver information about rights and responsibilities to the wider tree-grower audiences. tree-growers commonly only had a general understanding or were confused about the content of the agreement. . . furthermore, a copy of the contract was not provided to the tree-growers in most of the case study locations. the few copies of the contract document and contractual agreement were provided only to the head of dun sub-village or the head of the farmer group.","pdfs/results/Political economy of reforestation/8.txt","8","8","en"
"854","extensive fieldwork indicates that the legal procedure was not followed for the acquisition of both household forestland rights and rights to collective-managed forestland. due to a lack of public notice and approval by collective members, many farmers have been completely unaware of the transfer terms. a widespread lack of documentation further limits public knowledge and clarity. in some cases farmers were even deceived or physically threatened into transfer deals. systems for notification and resolution of disputes have been unavailable or inadequate. it appears that sorta enos primary dependence on government power under the guise of middlemen to acquire collective forestland rights is largely to blame for these violations ping and neilsen, 201 0.","pdfs/results/Political economy of reforestation/8.txt","8","8","en"
"255","c.m. barr, j.a. sayer  biological conservation 15 4 201 2 91 9 1 7 restoration under redd+. to avoid the negative results of many earlier large scale reforestation schemes, redd+ initiatives will need to incorporate the following principles.","pdfs/results/Political economy of reforestation/9.txt","8","9","en"
"428","8.1. rights-based spatial planning as planning processes are carried out to identify areas where redd+ may support reforestation and forest restoration activities, it will be essential that these be structured in a manner that explicitly addresses the rights of local communities. in particular, an approach will be needed to resolve competing claims between rural communities managing land and forest resources under customary tenure systems, on the one hand, and state agencies and private sector actors relying on national legal codes, on the other. proponents of redd+ can support participatory and accountable planning processes by committing to the principles of free, prior, and informed consent on the part of affected rural communities before redd+-funded spatial planning processes and reforestation projects are approved and funded colchester, 201 0. community involvement in the spatial planning process can be strengthened through the use of participatory mapping of lands and forest resources managed under customary tenure systems.","pdfs/results/Political economy of reforestation/9.txt","8","9","en"
"554","for redd+ to succeed, forest and land rights for rural communities must be clear and must be dependable under national law. given the diversity of institutional arrangements and the large number of claims being made, achieving clear rights in situations which have hitherto been governed under informal common property regimes will undoubtedly take time and resources. if it is to be fair, the process must not be hurried and must be supported by technical resources and funding. given the fundamental importance of clear land and property rights in achieving desirable forest outcomes, it is justified to use redd+ funds to support broader processes of tenure reform and rationalization of state-controlled forest zones.","pdfs/results/Political economy of reforestation/9.txt","8","9","en"
"7210","as mechanisms are created to distribute financial incentives through redd+, care will need to be taken to ensure that they promote the equitable distribution of the programs benefits and not allow these to be captured disproportionately by the sectors most powerful actors. doing so will necessarily require the design of financial disbursement mechanisms to support the flow of redd+ payments to participating rural communities, rather than channeling them primarily through large-scale plantation companies or project developers, who often have close ties to state elites. funds may also be used to support pro-poor policy measures such as participatory planning processes and the strengthening of tenure rights for rural communities and small-holders.","pdfs/results/Political economy of reforestation/9.txt","8","9","en"
"864","to ensure accountability, it will be important for legitimate representatives of forest peoples organizations, rural community groups, and civil society institutions to be involved in the design and implementation of such mechanisms, and for these processes to be carried out in a transparent and participatory manner from the outset. moreover, institutions administering redd+ funds must conduct robust due diligence to help ensure that all recipients of redd+ payments are likely to meet their obligations during the commitment period. assessments of prior performance of plantation companies that received reforestation subsidies under previous initiatives can help determine whether they are reliable partners under redd+.","pdfs/results/Political economy of reforestation/9.txt","8","9","en"
"1053","for redd+ to succeed, it will be essential that funds allocated to support reforestation and forest restoration activities and other forest-related mitigation activities be administered in an accountable manner and utilized for their intended purpose. to minimize the loss of funds to corruption and fraud, countries and agencies participating in redd+ will need to ensure that the institutions established to administer program funds have adequate capacity to meet international standards for good financial governance. in addition to capacity for budgeting, accounting, and fiscal administration, this must include robust checks and balances, including strong internal financial controls and routine external audits to ensure that funds are properly managed.","pdfs/results/Political economy of reforestation/9.txt","8","9","en"
"11103","moreover, it is critical that redd+ recipient countries demonstrate strong political will and budgetary support for government institutions involved in the prevention and mitigation of forest and carbon-related corruption. these include, for instance, dedicated anti-corruption agencies and financial crimes units in both the executive and judicial branches of government. support for these agencies can be strengthened through collaboration with international institutions and governments in other jurisdictions, as well as civil society organizations focusing on transparency and accountability issues.","pdfs/results/Political economy of reforestation/9.txt","8","9","en"
"1343","if redd+ is to succeed in mitigating forest-related carbon emissions and enhancing forest carbon stocks, policies supporting perverse incentives for forest conversion must be changed. it is particularly important that reforestation initiatives not be used to justify the large-scale clearing of areas that still have significant forest cover, recognizing that such areas are often classified as degraded secondary forest. this can be achieved by making forestry departments spatial planning processes more transparent and opening land-use planning decisions to public review. redd+ financing for reforestation and forest restoration activities should be restricted to projects that do not involve the removal of natural forest cover prior to replanting, and adequate mechanisms for measuring, reporting, and verification mirv should be put in place to ensure this is the case.","pdfs/results/Political economy of reforestation/9.txt","8","9","en"
"1422","in addition, there is a need for improved monitoring and enforcement of timber concession regulations to ensure that concession-holders are not intentionally over-harvesting their selective logging sites in order to have these areas reclassified as degraded forest eligible for conversion. in jurisdictions where taxes and levies on wood harvested through land-clearing operations are artificially low, governments should raise the rates and improve collection of these fees in order to remove a strong economic incentive driving forest conversion.","pdfs/results/Political economy of reforestation/9.txt","8","9","en"
"1613","to the extent that redd+ supports the enhancement of carbon stocks through reforestation and forest restoration, there is a pressing need to structure these initiatives so that they will support the livelihoods and well-being of rural smallholders. fundamentally, this must involve the prioritization of tree-planting programs that support not only the participation of, but more importantly, the flow of benefits to rural households and communities. this will require the design of effective institutional mechanisms to ensure that farmers choosing to participate in such programs are able to negotiate with both corporate actors and state agencies in a fair and equitable manner, and that all parties to any agreements can be held mutually accountable.","pdfs/results/Political economy of reforestation/9.txt","8","9","en"
"178","in addition, it will be essential for rigorous and independent social impact assessments to be conducted before redd+ projects are initiated, and for regular monitoring of social and economic impacts to be carried out as the program is being implemented.","pdfs/results/Political economy of reforestation/9.txt","8","9","en"
"629","public-private partnerships for improved reforestation outcomes in the philippines world development perspectives 3 201 6 3 23 4 contents lists available at science direct dominique callaghan world agroforestry centre icraf, philippines atceno asr at article history received 2 0 october 201 6 revised 9 november 201 6 accepted 1 0 november 201 6 available online 1 8 november 201 6","pdfs/results/Public-private partnership for restoration/1.txt","8","1","en"
"827","e-mail address d.cagalanan@cgiar.org in 201 1, the philippines implemented the national greening program ngp, which aims to reforest all degraded areas in the philippines, approximately 7.1 million hectares, by 202 8. the ngp includes a harmonization strategy to coordinate with the wide range of stakeholders involved in reforestation, which may help to overcome some challenges experienced by earlier programs. this case report discusses the experience of one peoples organization inside a protected area to assess various impacts of the public-private partnership with a geothermal company, and outlines how the harmonization strategy may help achieve the national target not only in terms of area contributions, but also by improving the outcomes of community-based efforts.","pdfs/results/Public-private partnership for restoration/1.txt","8","1","en"
"1028","the philippines is a biodiversity hotspot and a mega diverse country known for its extensive deforestation, but it also has a history of state-led initiatives for reforestation and rehabilitation dating back to the early 1900pushpin et al., 200 6. since the mid- 1970 s, there has been increasing multi-sectoral involvement and, especially since the 1980 s, high citizen involvement. in 199 5, community-based forest management was declared the national strategy for sustainable development of forestlands, giving communities the primary role in forest conservation and reforestation activities. the strategy was operationalized in the community- based forest management program, under which state-registered peoples organizations are issued community tenure contracts over areas wherein they are responsible for forest conservation, and they gain access to livelihood projects in the form of payments to carry out planting activities commissioned by the state. overall, however, outcomes of past programs have been poor socioeconomic benefits have been largely limited to short-term paymentfor-labor, sites have often reverted to agricultural land uses after the end of projects, and the trees most commonly planted have been fast-growing exotic species ibid.","pdfs/results/Public-private partnership for restoration/1.txt","8","1","en"
"1129","in 201 1, the philippines instituted its latest reforestation initiative, the national greening program ngp, led by the department of environment and natural resources henceforth referred to as the state. the ngp is a target-driven program that originally aimed to reforest 1.5 million hectares by 201 6, and since expanded to cover all degraded areas in the country, approximately 7.1 million hectares, by 202 8. the states long-standing struggle to balance poverty alleviation with forest conservation and reforestation is even more complicated given the scale of the ngp target since most of the degraded lands are inhabited and in use by some of the most impoverished people. in line with the forest landscape restoration framework, the ngp identifies different reforestation approaches for different areas to account for different socioeconomic and environmental objectives it calls for indigenous species to be planted to rehabilitate and restore degraded forestlands and protected areas, and fruit trees and fast-growing exotic species to be planted in agroforestry and production areas. its strategy for implementation is similar to that of older programs the primary responsibility for the establishment and maintenance of ngp sites lies with peoples organizations whose members are paid for said activities. for peoples organizations with community tenure agreements, such as those under the community-based forest management program, they also have management responsibility over the sites through the duration of their tenure contracts and in exchange they may reap the benefits of permitted harvests from the plantations, though for sites inside protected areas there are harvesting restrictions. given that it takes the same community-based approach as past efforts, the question is how can the ngp achieve better and more sustained outcomes to reach its target?","pdfs/results/Public-private partnership for restoration/1.txt","8","1","en"
"228","public-private partnerships for improved reforestation outcomes in the philippines d. callaghan world development perspectives 3 201 6 3 23 4 3 3 achievements as contributions toward the national target. this paper discusses the experience of one peoples organization to identify some of the issues that limited the success of past programs that the ngp risks repeating, and to assess how the public-private partnership with the energy development corporation edc, a private geothermal company, may or may not help to overcome them. it illustrates the innovative potential of the harmonization strategy, which facilitates not only adding area toward the national target, but also improving outcomes of community based efforts.","pdfs/results/Public-private partnership for restoration/2.txt","8","2","en"
"429"," was originally formed as a peoples organization in 199 9 under a different name as part of the community-based forest management program. its formation was initiated and assisted by the state. it is often the case that the state organizes and registers a peoples organization where one is not pre-existing for the purpose of implementing its community-based programs.  was issued a 2 5-year renewable community tenure agreement for 70 6.6 ha within a then forest reserve, now a national protected area. as described above, the agreement stipulates that  is responsible for protecting the forest within its tenure area, and in exchange is given access to plantation projects to support its members livelihoods. when the initial livelihood projects ended in the early 2000 s, however,  became inactive and no longer continued the livelihood or protection activities. the eventual failure of projects after the end of funding and organizing activities by the implementing agency organization is a common occurrence in the philippines. this failure is in large part due to a mismatch between the paradigm of community-based forest management under which social cohesion and the desire to work for the common good are assumed to be present, and realities on the ground where this is not always the case, especially when peoples organizations are organized by the project implementer and are not preexisting with institutional structures in place. this was the case for , whose members are smallholder farmers primarily concerned about their individual livelihoods, and they did not have prior experience in community decision-making and resource management cagalanan, 201 5.","pdfs/results/Public-private partnership for restoration/2.txt","8","2","en"
"730","the ngp faces a notable challenge for restoration with indigenous species in protected areas, which paradoxically stems from protected area policies aimed at preventing deforestation. the harvest of indigenous species in protected areas is generally prohibited. for planted trees, even for exotic species, there have been frequent changes in policy regarding their harvest, which has resulted in a lack of trust among communities who fear they will not be able to reap the future benefits from a long-term investment in tree-planting pushpin et al., 200 6. protected area policies thus limit the potential socioeconomic benefit for communities involved in reforestation compared to other areas where such strict rules limiting or preventing tree harvesting are not in place. since the ngp places emphasis on restoration with indigenous species in protected areas, the challenge is how to make communities in protected areas, such as , interested in planting indigenous species and protecting them indefinitely, without the prospect of future harvests. the main incentives for  to establish and maintain its edc and ngp reforestation sites are the payments for labor noted above. edc and ngp projects both offer an additional incentive mechanism in the form of a retention fee at the completion of projects for sites that achieve an 8 5% or better survival rate.  may also harvest fruit from planted fruit trees, and non-timber forest products such as rattan, which has been planted between trees in some areas.","pdfs/results/Public-private partnership for restoration/2.txt","8","2","en"
"2118","public-private partnerships for improved reforestation outcomes in the philippines 3 4 d. callaghan world development perspectives 3 201 6 3 23 4 available than for indigenous species, which has resulted in the overwhelming use of exotic species in reforestation tolentino, 200 8. edc has been instrumental in the development of a nursery network for indigenous species across the philippines edc manages its own central nurseries at its geothermal sites across the country, and each peoples organization with which edc partners for its reforestation program establishes a community-managed satellite nursery.  established its nursery with funding and technical assistance from edc when it was reactivated in 201 1, and edc funding continues to support salary for three  members as regular nursery staff.  has been awarded special recognition by the state for outstanding achievement in seedling production. at a given time,nursery may have seedlings of more than twenty different indigenous species.seedling production results in improved access to indigenous species neoplasm for use in its own edc and ngp sites and more broadly, since it also produces seedlings for other reforestation projects across negros island. edc plays a leading role in linking  with buyers and organizing the orders. seedling production provides a source of supplemental income to support the livelihoods of  members, who are paid per piece for seedlings produced for the establishment of  reforestation sites and for seedlings ordered for projects elsewhere.","pdfs/results/Public-private partnership for restoration/3.txt","8","3","en"
"336","additionally, a failure to address the causes of deforestation has contributed to the failure of past reforestation programs pushpin et al., 200 6. indeed, long-term survival of planted trees is dependent upon reducing threats to reforestation sites. proximate threats toreforestation sites include destruction of seedlings primarily by nonmembers, and fire resulting from prolonged droughts, which have been a recurring problem in recent years. edc has led the effort to capacitate  to protect trees and prevent deforestation in the edc and ngp sites as well as in nearby forest areas. edc organized a patrol group of  members and trained them on how to conduct patrols, monitor areas, take tree inventories, and identify threats with protocols for responding to them. the state relies on this same patrol group for the ngp site, and some trainings have been conducted jointly by edc and the state. the members of the patrol group have salary support primarily from edc some from ngp. in addition to carrying out regular patrolling, monitoring, and firefighting in the edc and ngp sites and nearby forest areas, the patrol group also maintains a water tank and hose system that the nursery depends on during the dry season.","pdfs/results/Public-private partnership for restoration/3.txt","8","3","en"
"4116","since community-based forest management is the national strategy, achieving positive reforestation outcomes to reach the ngp target depends on identifying successful mechanisms to capacitate and motivate communities. this is especially challenging when there is limited experience in community decisionmaking and resource management, and in protected areas where harvesting rights are limited. the experience of  illustrates how increased and longer-term investments in community organizing and capacity building, including for project management, nursery management and indigenous seedling production, and monitoring and protection, have positive impacts for restoring degraded forestlands with indigenous species in the protected area context. however, the state faces fiscal and human limitations making it difficult to achieve the kind of continued activities that edc is able to support. the harmonization strategy of the ngp offers a governance framework to expand public-private partnerships that may help achieve the national target not only in terms of area contributions, but also by improving the outcomes of community-based efforts.","pdfs/results/Public-private partnership for restoration/3.txt","8","3","en"
"535","the impacts of edcs reforestation program with  go beyond adding 30 0 ha toward the national ngp target. all  reforestation projects benefit from improved social capital and technical capacity, and the production of indigenous species seedlings.  seedling production increases access to indigenous species neoplasm for reforestation projects across negros island as well. the trained patrol group helps to protect reforestation sites and nearby forest areas from destruction. edc has helped  earn a positive reputation, resulting in increased opportunities for additional projects. ultimately, the prospects for impact continuity are improved by the extended period of community organizing and capacity building for community-based forest management, the experience with managing savings and investing it in community-driven projects, the good performance-project access feedback, indigenous seedling production being an income-generating activity, and having a trained community patrol group. still,  faces significant challenges. the members understandably continue to prioritize their individual livelihood needs over community benefits. it remains to be seen whether  will continue to function successfully as a peoples organization, manage its reforestation sites and community-driven livelihood projects, maintain its nursery, and continue indigenous species seedling production without edc, ngp, or any other projects with outside funding.","pdfs/results/Public-private partnership for restoration/3.txt","8","3","en"
"630","propagating uncertainty to estimates of above-ground biomass for kenyan mangroves a scaling procedure from tree to landscape level forest ecology and management 31 0 201 3 96 898 2 contents lists available at science direct open access under cc by license. r. cohen a,, j. kaitlin b, j.a. kellogg b,c, j.o. bonfire b, j.g. cairo b, m. hamhung d, m. ecumenicism a a school of geosciences, university of edinburgh, crew building, west mains road, edinburgh eh9 3 jn, united kingdomkenya marine and fisheries research institute, p.o. box 8165 1, mombasa, kenyadepartment of plant biology and nature management apna, jerri university brussels, plebeian 2, 105 0 brussels, belgiumschool of life, sport and social sciences, edinburgh napier university, edinburgh, united kingdom atceno asr at article history received 1 7 june 201 3 received in revised form 2 0 september 201 3 accepted 2 2 september 201 3 available online 2 0 october 201 3","pdfs/results/Scaling biomass monitoring/1.txt","8","1","en"
"828","keywords above-ground biomass mangrove allometric equations uncertainty propagation mixed-effects models kenya mangroves are globally important carbon stores and as such have potential for inclusion in future forest based climate change mitigation strategies such as reduced emissions from deforestation and degradation redd+. participation in redd+ will require developing countries to produce robust estimates of forest above-ground biomass agb accompanied by an appropriate measure of uncertainty. final estimates of agb should account for known sources of uncertainty measurement and predictive particularly when estimating agb at large spatial scales. in this study, mixed-effects models were used to account for variability in the allometric relationship of kenyan mangroves due to species and site effects. a generic biomass equation for kenyan mangroves was produced in addition to a set of species-site specific equations. the generic equation has potential for broad application as it can be used to predict the agb of new trees where there is no pre-existing knowledge of the specific species-site allometric relationship the most commonly encountered scenario in practical biomass studies. predictions of agb using the mixed-effects model showed good correspondence with the original observed values of agb although displayed a poorer fit at higher agb values, suggesting caution in extrapolation. a strong relationship was found between the observed and predicted values of agb using an independent validation dataset from the zambezi delta, mozambique r2 = 0.9 6,= < 0.00 1. the simulation based approach to uncertainty propagation employed in the current study produced estimates of agb at different spatial scales tree  landscape level accompanied by a realistic measure of the total uncertainty. estimates of mangrove agb in kenya are presented at the plot, regional and landscape level accompanied by 9 5% prediction intervals. the 9 5% prediction intervals for landscape level estimates of total agb stocks suggest that between 5.4 and 7.2 mega tonnes of agb is currently held in kenyan mangrove forests.","pdfs/results/Scaling biomass monitoring/1.txt","8","1","en"
"229","propagating uncertainty to estimates of above-ground biomass for kenyan mangroves a scaling procedure from tree to landscape level fig. 5. group-specific random effects 9 5% pi for the intercept and the coefficients of diameter and height. the solid line at zero represents no departure from the fixed effects estimate for each parameter and the dashed lines on either side are the upper and lower limits of the 9 5%of the fixed effects estimate. species_site groups correspond to the first four letters of the species followed by the first three letters of the site see table 1. numbers in parentheses denote sample size for each group.","pdfs/results/Scaling biomass monitoring/10.txt","8","10","en"
"337","fig. 6. total above-ground biomass agb in kg as measured for each tree in the zambezi harvest dataset versus the corresponding median fitted value kg 9 5% pi from model viii. the 9 5% pi is the difference between the 9 7.5% and 2.5% quantiles of the simulated distribution of possible values of median agb for each tree. the reference line represents a 11 correspondence between observed and fitted values.","pdfs/results/Scaling biomass monitoring/10.txt","8","10","en"
"536","as expected, estimates of mean agb vary amongst the study regions which span the entire kenyan coastline fig. 8. there is a difference of >12 0 mg ha1 between the lowest estimate for mangroves at partway creek near mombasa 7 3 mg ha1 to the highest for mangroves within kisangani nor 20 0 mg ha1. however, there is a general overlap between the prediction intervals of most regions and the estimates of mean agb do not differ substantially between the regions mwache, gazi, south coast, manga and south lamu. uncertainty around the estimates of mean agb is reasonably well constrained with an absolute difference between upper and lower prediction limits of <5 0 mg ha1 for all regions.","pdfs/results/Scaling biomass monitoring/10.txt","8","10","en"
"256","propagating uncertainty to estimates of above-ground biomass for kenyan mangroves a scaling procedure from tree to landscape level fig. 7. estimated median above-ground biomass agb of each plot within the forest inventory dataset 9 5% pi. plots have been grouped according to the eight regions identified in the inventory dataset. for each region plots appear in ranked order from low to high estimated agb. the 9 5% pi is the difference between the 9 7.5% and 2.5% quantiles of the simulated distributions of possible values of median agb for each plot.","pdfs/results/Scaling biomass monitoring/11.txt","8","11","en"
"3116","97 8 r. cohen et al.  forest ecology and management 31 0 201 3 96 898 2 highest estimates were used kenya high. alum district south alum + kisangani holds the highest proportion 6 97 5% dependent on kenya total of mangrove agb in kenya table 5. despite having one of the lowest estimates of mean agb the estimated total agb of mangroves at mid creek is more than double that of gazi bay due to the higher mangrove cover at mid creek.","pdfs/results/Scaling biomass monitoring/11.txt","8","11","en"
"430","the uncertainty around the estimates of total agb are generally well constrained for all regions table 5. however, the low and high estimates of total agb for killing and tans river differ by a factor of 2.7. this constitutes another level of uncertainty for these regions and consequently the overall total for kenya which differs by 8% between low and high estimates.","pdfs/results/Scaling biomass monitoring/11.txt","8","11","en"
"6116","this study used mixed-effects modelling to account for both species and site variability in the allometric relationship for mangroves producing a generic equation for kenyan mangroves and a set of species-site specific equations. the procedure for uncertainty propagation employed in the current study ensures that estimates of agb at different spatial scales are accompanied by a realistic measure of the total uncertainty. it is important to note that although mangroves have been used as a case study here, the kind of models and methodologies presented can be regarded as broadly applicable to forests in general.","pdfs/results/Scaling biomass monitoring/11.txt","8","11","en"
"733","the practical application of the equations developed in the current study is dependent on the target of inference. the set of species-site specific equations are only applicable to four species within the gazi bay region and simulations using these equations account for the uncertainty in predicting the agb of a new tree within a pre-existing group. in contrast, the generic equation has a much broader application as it can be used to predict the agb of new trees where there is no pre-existing knowledge of the specific species-site allometric relationship the most commonly encountered scenario in practical biomass studies. the generic equation offers a far better solution than simply disregarding the additional uncertainty involved in applying an equation that was perhaps derived for a different species candor a different site.","pdfs/results/Scaling biomass monitoring/11.txt","8","11","en"
"2103","propagating uncertainty to estimates of above-ground biomass for kenyan mangroves a scaling procedure from tree to landscape level fig. 8. estimated mean agb 9 5% pi of mangroves within each region. the 9 5% pi is the difference between the 9 7.5% and 2.5% quantiles of the simulated distribution of possible values of mean agb for each region.","pdfs/results/Scaling biomass monitoring/12.txt","8","12","en"
"6210","9 7.5% quantile of total agb mt a 1 mega tonne mt = 1 million tonnes. the uncertainty around estimates of total agb for each region is represented by the 2.5% and 9 7.5% quantiles of the mean.","pdfs/results/Scaling biomass monitoring/12.txt","8","12","en"
"935","r. cohen et al.  forest ecology and management 31 0 201 3 96 898 2 97 9 study. however, as mentioned in section 2.2.2 any such effect is assumed to be minimal due to the general agreement in methodology across studies included in the harvest dataset. the only study which differed notably in methodology was that of lang 200 8 where total above-ground biomass comprised stem weight only table 1. in this case the sample size was fairly small 1 5 trees and re-fitting model viii after excluding this dataset did not substantially alter the fixed effects estimates, predicted random effects or residual variance.","pdfs/results/Scaling biomass monitoring/12.txt","8","12","en"
"2119","propagating uncertainty to estimates of above-ground biomass for kenyan mangroves a scaling procedure from tree to landscape level 98 0 r. cohen et al.  forest ecology and management 31 0 201 3 96 898 2 gang and agassi 199 2 the estimate of agb from slim et al. 199 6 was based on the application of their allometric equation to schizophrenia trees within one 2 0  2 0mono-specific plot and therefore cannot reasonably be assumed to represent the variability of schizophrenia forest within gazi bay. the highest estimate from kirk et al. 200 6 is more akin to the level of agb found in mangroves in south east asia okayama et al., 200 8 and it is not clear how their mean estimate was derived. in contrast to previous studies, this study has focused on providing estimates of mangrove agb at varying spatial scales. this different approach means that the estimates provided here are not readily comparable with those from previous biomass studies conducted in kenya. however, to facilitate some kind of comparison the outputs of the simulation procedure section 2.2.4 were sub-set to provide an estimate of mean agb for just schizophrenia forest at gazi bay of 13 4.5 mg ha1","pdfs/results/Scaling biomass monitoring/13.txt","8","13","en"
"338","9 5% pi range 12 5.114 6.8 mg ha1. estimates of biomass density mean mg ha1 at large spatial scales such as those produced in the current study can be regarded as a comparative tool by which to assess the level of agb at different sites regions or between countries or forest types. levels of mean agb have been found to vary considerably between mangrove forests across the globe see review by okayama et al., 200 8 ranging between 3 1.5 mg ha1  s.d. 2.9 for pioneer mangrove forest in french guiana froward et al., 199 8 to 53 6.6 mg ha1 9 5%range 32 7.674 3.5 mg ha1 for mangroves in micronesia donate et al., 201 2. such broad-scale variability can be attributed to differences in floristic composition, climatic conditions, hydrology, geomorphology, succession stage and disturbance history froward et al., 199 8.","pdfs/results/Scaling biomass monitoring/13.txt","8","13","en"
"7117","in considering the regional and kenya-wide estimates of total agb provided in table 5 it is acknowledged that 1 the estimates of mean agb 9 5% pis used in up-scaling are assumed to be regionally representative as discussed above and 2 the uncertainty associated with the estimates of mangrove cover derived from the remote sensing data has not been accounted for. bearing in mind these caveats the estimates 9 5% pis shown in table 5 can still be viewed as a useful comparative overview of the level of total agb stocks currently held within each region. there is undoubtedly scope for large-scale estimates to be further refined in the future. in particular there is a need for current inventory data to be collected within the regions killing and tans river as defined in this study not only to constrain the regional estimates but also the kenya-wide estimate of total agb. in addition, if and when future remote sensing work allows for the detailed mapping of mangrove cover and structural characteristics in each region it may become possible and desirable to produce large-scale estimates of agb based on up-scaling by forest strata.","pdfs/results/Scaling biomass monitoring/13.txt","8","13","en"
"9114","it is anticipated that if required and pending any further collection of new harvest data, the model and methodology for uncertainty propagation presented in the current study could be used to produce estimates of mean agb for use in future up-scaling exercises based on some stratification system with only minor modification to the existing procedures.","pdfs/results/Scaling biomass monitoring/13.txt","8","13","en"
"2141","propagating uncertainty to estimates of above-ground biomass for kenyan mangroves a scaling procedure from tree to landscape level r. cohen et al.  forest ecology and management 31 0 201 3 96 898 2 96 9 kirk et al., 201 2. continued degradation and loss of mangrove cover not only represents a loss of futuresequestration potential but could result in significant release into the atmosphere ofcurrently being stored by mangroves middleton et al., 201 2.","pdfs/results/Scaling biomass monitoring/2.txt","8","2","en"
