"","sentences","name","country","page","languages","legible","results"
"5141","the fourth step in effective land policy implantation is to maintain continuous public ownership and acceptance of the main elements of the policy. without effective engagement of primary stakeholders at all stages in the implementation process leadership per se will not guarantee the delivery of outcomes contemplated in the policy. it is important that stakeholder engagement continues beyond completion of the policy development stage. experience has shown that the implementation of land policies will move much faster where such engagement is organized in terms of decentralized structures that are fully controlled by those targeted in land policies. the participation of women, who remain the primary users of land in rural africa, remains critical in this regard. consequently, implementation processes should strike a balance between the roles of relevant central, regional and local entities, institutions and groups in order to ensure that public engagement in land services delivery remains effective. ","Guidelines on land policy in africa","8","52","en","The fourth step in effective land policy implantation is to maintain continuous public ownership and acceptance of the main elements of the policy. Without effective engagement of primary stakeholders at all stages in the implementation process leadership per se will not guarantee the delivery of outcomes contemplated in the policy. It is important that stakeholder engagement continues beyond completion of the policy development stage. Experience has shown that the implementation of land policies will move much faster where such engagement is organized in terms of decentralized structures that are fully controlled by those targeted in land policies. The participation of women, who remain the primary users of land in rural africa, remains critical in this regard. Consequently, implementation processes should strike a balance between the roles of relevant central, regional and local entities, institutions and groups in order to ensure that public engagement in land services delivery remains effective.",0.382289068321863
"7131","placing decision making powers at the local level is arguably the most efficient way to secure land rights of individual households and communities, even though some form of nationwide monitoring and review may be required. in this regard, land policy implementation processes should aim to ensure that public sector land institutions work in collaboration with local structures in order to bring services closer to the people and that they build on local innovations by informal and indigenous authorities as is often the case in regard to local land parcel demarcations and documentation systems and dispute settlement procedures, many of which are time tested and have served the people well in the absence of intervention by the state.","Guidelines on land policy in africa","8","52","en","Placing decision-making powers at the local level is arguably the most efficient way to secure land rights of individual households and communities, even though some form of nationwide monitoring and review may be required. In this regard, land policy implementation processes should aim to ensure that public sector land institutions work in collaboration with local structures in order to bring services closer to the people and that they build on local innovations by informal and indigenous authorities as is often the case in regard to local land parcel demarcations and documentation systems and dispute settlement procedures, many of which are time-tested and have served the people well in the absence of intervention by the state.",0.380508806919354
"2121","5.3.6 legislating land policy components the fifth step is to identify those components of the policy which must be legislated and the preparation of instruments and development of structures and procedures for the management of those components. in most cases the components requiring legislation and the design of new institutional structures will be contained in the policy document itself. it is reasonable to expect nonetheless that new laws will need to be enacted, existing ones revised or amended and institutions designed or re designed before many aspects of a new policy can be operationalised. it is advisable to take these steps as part of the preparatory stages of the implementation programme. what is important however, is to avoid unnecessary proliferation of legislative and institutional structures as has happened in a number of countries in east and southern africa. apart from the fact that such proliferation adds to complexity, more often than not, it increases the costs of the implementation processes. ","Guidelines on land policy in africa","8","53","en","5.3.6 legislating land policy components the fifth step is to identify those components of the policy which must be legislated and the preparation of instruments and development of structures and procedures for the management of those components. In most cases the components requiring legislation and the design of new institutional structures will be contained in the policy document itself. It is reasonable to expect nonetheless that new laws will need to be enacted, existing ones revised or amended and institutions designed or re-designed before many aspects of a new policy can be operationalised. It is advisable to take these steps as part of the preparatory stages of the implementation programme. What is important however, is to avoid unnecessary proliferation of legislative and institutional structures as has happened in a number of countries in east and southern africa. Apart from the fact that such proliferation adds to complexity, more often than not, it increases the costs of the implementation processes.",0.346403328448254
"320","a number of countries may feel the need to proceed by way of enactment of interim measures as was done in post apartheid south africa or is in process in southern sudan or other countries emerging from protracted conflicts. such measures must, however, give way to more permanent legislative and institutional arrangements if long term sustainability of land policy programmes is to be secured. an emerging practice is to ensure that such arrangements are fully anchored in the relevant country constitution whether interim or final. ","Guidelines on land policy in africa","8","53","en","A number of countries may feel the need to proceed by way of enactment of interim measures as was done in post-apartheid south africa or is in process in southern sudan or other countries emerging from protracted conflicts. Such measures must, however, give way to more permanent legislative and institutional arrangements if long term sustainability of land policy programmes is to be secured. An emerging practice is to ensure that such arrangements are fully anchored in the relevant country constitution whether interim or final.",0.300550157974552
"5151","where policy prescriptions touch on issues that require regional convergence or the domestication of international obligations, those dimensions should be factored into the processes of legislating and institutional design. domestic enforcement of international and regional commitments will require that the management of resources otherwise controlled by one member state takes into account the needs of nationals of other member states. land policy development and implementation is one critical area in which domestic legislation and institutions must provide avenues to facilitate the convergence of such interests and needs. efforts to develop a common land resource agenda among sad cc member states is an important initiative in this direction.","Guidelines on land policy in africa","8","53","en","Where policy prescriptions touch on issues that require regional convergence or the domestication of international obligations, those dimensions should be factored into the processes of legislating and institutional design. Domestic enforcement of international and regional commitments will require that the management of resources otherwise controlled by one member state takes into account the needs of nationals of other member states. Land policy development and implementation is one critical area in which domestic legislation and institutions must provide avenues to facilitate the convergence of such interests and needs. Efforts to develop a common land resource agenda among sad CC member states is an important initiative in this direction.",0.375888324045772
"892","finally, when considering the steps necessary for the effective implementation of land policies, african governments are advised to appreciate that however technically sound or meticulously implemented their various land policies are these cannot resolve all of africas problems for all time. fresh pressures both internal and external will continue to impact on the land sector after current implementation programmes and processes are completed. such pressures are likely to require radically new policy options, management regimes or technical solutions. it is important, therefore, that governments should put in place realistic time frames for the review, revision or even replacement of current policies. such reviews should be stakeholder driven, informed by the most up to date information on the performance of the land sector as well as by lessons learnt from similar experiences elsewhere. ","Guidelines on land policy in africa","8","53","en","Finally, when considering the steps necessary for the effective implementation of land policies, african governments are advised to appreciate that however technically sound or meticulously implemented their various land policies are these cannot resolve all of africas problems for all time. Fresh pressures both internal and external will continue to impact on the land sector after current implementation programmes and processes are completed. Such pressures are likely to require radically new policy options, management regimes or technical solutions. It is important, therefore, that governments should put in place realistic time-frames for the review, revision or even replacement of current policies. Such reviews should be stakeholder driven, informed by the most up-to-date information on the performance of the land sector as well as by lessons learnt from similar experiences elsewhere.",0.427532583264518
"213","once the steps outlined in this chapter are taken, there will always be need to monitor and evaluate the impacts of the various components of land policy. this will require the establishment and institutionalization of mechanisms that will enable policy makers and all stakeholders in the land sector to assess and deal with any such issues including those arising from processes which precede land policy implementation. the next chapter provides a set of guidelines which african countries may wish to use for these purposes.","Guidelines on land policy in africa","8","54","en","Once the steps outlined in this chapter are taken, there will always be need to monitor and evaluate the impacts of the various components of land policy. This will require the establishment and institutionalization of mechanisms that will enable policy-makers and all stakeholders in the land sector to assess and deal with any such issues including those arising from processes which precede land policy implementation. The next chapter provides a set of guidelines which african countries may wish to use for these purposes.",0.382612026471537
"1252","developed useful tools which can be adapted to this purpose. a similar mechanism has also been established to track development in the shale region. finally, seneca and other partners are also developing benchmarks and indicators for tracking progress in land reform in africa.","Guidelines on land policy in africa","8","56","en","Developed useful tools which can be adapted to this purpose. A similar mechanism has also been established to track development in the shale region. Finally, seneca and other partners are also developing benchmarks and indicators for tracking progress in land reform in africa.",0.316623200006941
"321","6.1.3 the need for adequate data if it is to be effective any system for tacking progress in land policy development and implementation must be fed with appropriate and relevant information. in this regard it is very important to characterize the baseline which is the starting point of the tracking process. consequently the issue of appropriate data collection processing tools must be addressed as early as possible. a tracking system which is regularly fed with relevant data will deliver the pertinent information requited to steer the whole land policy development and implementation processes. ","Guidelines on land policy in africa","8","56","en","6.1.3 the need for adequate data if it is to be effective any system for tacking progress in land policy development and implementation must be fed with appropriate and relevant information. In this regard it is very important to characterize the baseline which is the starting point of the tracking process. Consequently the issue of appropriate data collection processing tools must be addressed as early as possible. A tracking system which is regularly fed with relevant data will deliver the pertinent information requited to steer the whole land policy development and implementation processes.",0.334703155744729
"5161","monitoring and assessing the effects of land policy on livelihoods, economic growth and sustainable use of natural resources require the active collaboration of different institutions, with each playing a specific role. at country level, depending on the institutional settings, other ministries such as those in charge of physical planning, agriculture, forests, urban development and scientific research can, apart from the ministry in charge of land, make significant contributions towards the tracking process. in addition national statistics departments, as well as universities, cos and centres of excellence could be involved in the collection and processing of land policy information.","Guidelines on land policy in africa","8","56","en","Monitoring and assessing the effects of land policy on livelihoods, economic growth and sustainable use of natural resources require the active collaboration of different institutions, with each playing a specific role. At country level, depending on the institutional settings, other ministries such as those in charge of physical planning, agriculture, forests, urban development and scientific research can, apart from the ministry in charge of land, make significant contributions towards the tracking process. In addition national statistics departments, as well as universities, cos and centres of excellence could be involved in the collection and processing of land policy information.",0.361724716403317
"652","at the regional and continental levels, there is need to devise and implement tools and mechanisms that would facilitate the sharing of experiences in land related participatory monitoring and evaluation pm systems. such tools and mechanisms should be built on evidence provided by observatories specializing on land policy issues. networking is thus critical if these efforts are to be sustained.","Guidelines on land policy in africa","8","56","en","At the regional and continental levels, there is need to devise and implement tools and mechanisms that would facilitate the sharing of experiences in land-related participatory monitoring and evaluation PM systems. Such tools and mechanisms should be built on evidence provided by observatories specializing on land policy issues. Networking is thus critical if these efforts are to be sustained.",0.396746369936555
"8102","another useful tool is to collect and process geospatial data on land issues and transform them into thematic maps. the value of this particular tool is that it provides visual opportunity for updating land information as frequently as possible. ","Guidelines on land policy in africa","8","56","en","Another useful tool is to collect and process geospatial data on land issues and transform them into thematic maps. The value of this particular tool is that it provides visual opportunity for updating land information as frequently as possible.",0.258852635756154
"11102","the main challenge to the tracking of land policy development and implementation relates to methodology. five elements of this are examined here.","Guidelines on land policy in africa","8","56","en","The main challenge to the tracking of land policy development and implementation relates to methodology. Five elements of this are examined here.",0.227776173081631
"1315","the first and starting point is the need for a clear and common understanding amongst all stakeholders, of the major elements of policy that should be tracked. among these areeffective use of resources, ii the extent of organized consultative and other participatory processes, iii effective institutional capacities, iv equality of access to decision making by all stakeholders, particularly women,the rate of delivery of outputs, vi the adequacy of outcomes and vii the achievement of desired impacts. ","Guidelines on land policy in africa","8","56","en","The first and starting point is the need for a clear and common understanding amongst all stakeholders, of the major elements of policy that should be tracked. Among these areeffective use of resources, ii the extent of organized consultative and other participatory processes, iii effective institutional capacities, iv equality of access to decision-making by all stakeholders, particularly women,the rate of delivery of outputs, vi the adequacy of outcomes and vii the achievement of desired impacts.",0.336419695885002
"1262","the second element is the need for a clear and precise definition of the parameters that should be tracked. this involves identifying at a very early stage, a number of crucial questions regarding policy development and implementation for which the government and other involved stakeholders need clear answers. comprehensive identification of such crucial questions should form the basis for information gathering and data collection.","Guidelines on land policy in africa","8","57","en","The second element is the need for a clear and precise definition of the parameters that should be tracked. This involves identifying at a very early stage, a number of crucial questions regarding policy development and implementation for which the government and other involved stakeholders need clear answers. Comprehensive identification of such crucial questions should form the basis for information gathering and data collection.",0.264390608996719
"322","6.2.4 defining participatory and measurable indicators the third element is the design of measurable indicators which can be used to gauge progress or lack thereof. for the development of these indicators to be participatory, their initial design as well as conclusions and findings drawn from their application should be disseminated and feedback obtained from all stakeholders. such feedback should subsequently be used to improve the indicators. ","Guidelines on land policy in africa","8","57","en","6.2.4 defining participatory and measurable indicators the third element is the design of measurable indicators which can be used to gauge progress or lack thereof. For the development of these indicators to be participatory, their initial design as well as conclusions and findings drawn from their application should be disseminated and feedback obtained from all stakeholders. Such feedback should subsequently be used to improve the indicators.",0.190116050196221
"5171","when measuring the progress achieved, in policy development and implementation, it is important to anticipate any resistance which may be encountered from internal stakeholders. the fourth element therefore is the need to combine internal tracking mechanisms with independent or external systems. that can be done through engagement of regional or internationally established tracking systems.","Guidelines on land policy in africa","8","57","en","When measuring the progress achieved, in policy development and implementation, it is important to anticipate any resistance which may be encountered from internal stakeholders. The fourth element therefore is the need to combine internal tracking mechanisms with independent or external systems. That can be done through engagement of regional or internationally established tracking systems.",0.414144380683062
"7141","the fifth element is to build capacity for tracking. this is critical for the sustainability of tacking systems. this will require not only financial means but also technical assistance, at least in the earlier stages. the specific capacity building needs for pm should however, be clearly expressed. given the fact that decentralization is being gradually implemented in africa, it is important to extend capacity building programmes to local levels.","Guidelines on land policy in africa","8","57","en","The fifth element is to build capacity for tracking. This is critical for the sustainability of tacking systems. This will require not only financial means but also technical assistance, at least in the earlier stages. The specific capacity building needs for PM should however, be clearly expressed. Given the fact that decentralization is being gradually implemented in africa, it is important to extend capacity building programmes to local levels.",0.354729157924448
"11113","at least seven main principles should be considered in the development of effective tracking mechanism for land policy development and implementation. the first principle is to assess the extent to which the policy development or implementation process conforms to initial designs. the second principle is to match land policy objectives with the expectations of beneficiaries as well as with the main requirements for sustainable development. this principle should guide tracking right from the development stage of a given land policy to its implementation. ","Guidelines on land policy in africa","8","57","en","At least seven main principles should be considered in the development of effective tracking mechanism for land policy development and implementation. The first principle is to assess the extent to which the policy development or implementation process conforms to initial designs. The second principle is to match land policy objectives with the expectations of beneficiaries as well as with the main requirements for sustainable development. This principle should guide tracking right from the development stage of a given land policy to its implementation.",0.311398123036657
"1316","the fourth principle is to measure the effectiveness of the use of resources. this assesses the extent to which the resources mobilized for the development and implementation of the land policy have been rationally used in order to achieve satisfactory results with minimal inputs. ","Guidelines on land policy in africa","8","57","en","The fourth principle is to measure the effectiveness of the use of resources. This assesses the extent to which the resources mobilized for the development and implementation of the land policy have been rationally used in order to achieve satisfactory results with minimal inputs.",0.313983516516774
"1272","the fifth principle is to assess the sustainability of the land policy. this aims at verifying whether benefits derived from the implementation of land policy are sustained and whether they can support further land reforms. ","Guidelines on land policy in africa","8","58","en","The fifth principle is to assess the sustainability of the land policy. This aims at verifying whether benefits derived from the implementation of land policy are sustained and whether they can support further land reforms.",0.341816849469884
"214","the sixth principle is to measure direct and indirect whether positive or negative effects of the land policy on beneficiaries as well as on natural resources. ","Guidelines on land policy in africa","8","58","en","The sixth principle is to measure direct and indirect whether positive or negative effects of the land policy on beneficiaries as well as on natural resources.",0.331295879692613
"5181","and the seventh and final principle in the development of effective tacking systems is to determine the overall coherence or consistency of land policy. this involves three main elements, namelyinternal consistency i.e. the compatibility of the key components of the land policy to each other customary rights statutory rights, conservation purposes economic objectives; ii cross sector consistency i.e. compatibility with and conformity among the key sectors involved in land policy forest, fisheries, agriculture, pastoral activities, mining, urban development; and inter regional consistency, i.e. whether there is convergence between national land policies and synergy with regional developments and policies. 6.3.2 criteria for application of tracking principles application of tracking principles should conform to at least five criteria. first, the tracking process should be fully participatory. a sound tracking mechanism should be based on clear issues, questions, benchmarks, targets and indicators, developed through a systematic and participatory process. all relevant stakeholders should be involved from the initial stage of the process. every effort should be made to achieve this even if the government is responsible for leading the process. second, an effective tracking mechanism must be run on the basis of transparency, and good governance. besides it should be iterative, and systematic with adequate mechanisms for communication and feedbacks. third, proper tracking indicators should be adaptable to time, space and geographical specificities. fourth, realistic benchmarks, including datelines, must be defined after a consultative process. fifth and finally, it is important to set relevant frequencies for different components of the tracking system. for example inputs and impacts indicators cannot be measured within the same timeframe. while input indicators can be measured annually, budgetary constraints permitting the periodicity of assessment of impacts would depend on available information from research and similar sources. in particular, assessment of changes arising from land policy implementation, such as its effects on livelihoods, economic activities and sustainable natural resource management, would require much more time. indeed such assessments are often long term processes which require additional investments. ","Guidelines on land policy in africa","8","58","en","And the seventh and final principle in the development of effective tacking systems is to determine the overall coherence or consistency of land policy. This involves three main elements, namelyinternal consistency i.e. The compatibility of the key components of the land policy to each other customary rights statutory rights, conservation purposes economic objectives; ii cross-sector consistency i.e. Compatibility with and conformity among the key sectors involved in land policy forest, fisheries, agriculture, pastoral activities, mining, urban development; and inter-regional consistency, i.e. Whether there is convergence between national land policies and synergy with regional developments and policies. 6.3.2 criteria for application of tracking principles application of tracking principles should conform to at least five criteria. First, the tracking process should be fully participatory. A sound tracking mechanism should be based on clear issues, questions, benchmarks, targets and indicators, developed through a systematic and participatory process. All relevant stakeholders should be involved from the initial stage of the process. Every effort should be made to achieve this even if the government is responsible for leading the process. Second, an effective tracking mechanism must be run on the basis of transparency, and good governance. Besides it should be iterative, and systematic with adequate mechanisms for communication and feedbacks. Third, proper tracking indicators should be adaptable to time, space and geographical specificities. Fourth, realistic benchmarks, including datelines, must be defined after a consultative process. Fifth and finally, it is important to set relevant frequencies for different components of the tracking system. For example inputs and impacts indicators cannot be measured within the same timeframe. While input indicators can be measured annually, budgetary constraints permitting the periodicity of assessment of impacts would depend on available information from research and similar sources. In particular, assessment of changes arising from land policy implementation, such as its effects on livelihoods, economic activities and sustainable natural resource management, would require much more time. Indeed such assessments are often long-term processes which require additional investments.",0.354908961547937
"8113","given its iterative dimension, a good system for tracking land policy development and implementation must have solid links with decision making processes at various levels. this must appear clearly in the pm conceptual model. experiences from other initiatives indicate that short of regular and systematic feedback on the successes, failures and the institutional bottlenecks, no effective political remedy can be applied to re adjust the whole land policy system. feedbacks should systematically be documented and disseminated to all stakeholders. for large groups, seminars and workshops are adequate means of communication while reports with precise recommendations are preferable for decision makers. inter sectoral round tables could be also used to share feedback.","Guidelines on land policy in africa","8","58","en","Given its iterative dimension, a good system for tracking land policy development and implementation must have solid links with decision making processes at various levels. This must appear clearly in the PM conceptual model. Experiences from other initiatives indicate that short of regular and systematic feedback on the successes, failures and the institutional bottlenecks, no effective political remedy can be applied to re-adjust the whole land policy system. Feedbacks should systematically be documented and disseminated to all stakeholders. For large groups, seminars and workshops are adequate means of communication while reports with precise recommendations are preferable for decision makers. Inter-sectoral round tables could be also used to share feedback.",0.357512163307749
"1281","sustainable growth and development in africa as well the continents contribution to the world economy in the 21 st century will continue to depend largely on the manner in which land and land related resources are secured, used and managed. this will require that these issues be addressed through comprehensive people driven land policies and reforms which confer full political, social, economic and environmental benefits to the majority of the african people. although considerable progress in this direction is already being made throughout africa, a great deal more still needs to be done. this calls for both commitment from individual member states and co operation at the regional and continental levels.","Guidelines on land policy in africa","8","59","en","Sustainable growth and development in africa as well the continents contribution to the world economy in the 21 ST century will continue to depend largely on the manner in which land and land-related resources are secured, used and managed. This will require that these issues be addressed through comprehensive people-driven land policies and reforms which confer full political, social, economic and environmental benefits to the majority of the african people. Although considerable progress in this direction is already being made throughout africa, a great deal more still needs to be done. This calls for both commitment from individual member states and co-operation at the regional and continental levels.",0.380296257446254
"215","the framework and guidelines set out in this document seeks to provide a set of iterative processes which urge that countries should first identify the contextual challenges facing their specific national land and associated sectors and economies before policies and programmes of reform can be developed and implemented. central to those processes is the need for a fully gendered, informed and participatory mobilization and continuous engagement of all stakeholders in the land and related sectors at all stages of policy development, implementation and review. an important dividend, the framework and guidelines argue, is not simply the sustainable stewardship and utilization of africas primary development resource, but the deepening and consolidation of peace, security and democracy. the african union expects that member countries which are in the course of or are contemplating the initiation, review, revision or comprehensive development and implementation of all or part of policies designed to ensure that their land systems are fully integrated into national development processes, will find them a useful guide.","Guidelines on land policy in africa","8","59","en","The framework and guidelines set out in this document seeks to provide a set of iterative processes which urge that countries should first identify the contextual challenges facing their specific national land and associated sectors and economies before policies and programmes of reform can be developed and implemented. Central to those processes is the need for a fully gendered, informed and participatory mobilization and continuous engagement of all stakeholders in the land and related sectors at all stages of policy development, implementation and review. An important dividend, the framework and guidelines argue, is not simply the sustainable stewardship and utilization of africas primary development resource, but the deepening and consolidation of peace, security and democracy. The african union expects that member countries which are in the course of or are contemplating the initiation, review, revision or comprehensive development and implementation of all or part of policies designed to ensure that their land systems are fully integrated into national development processes, will find them a useful guide.",0.418729451756721
"1291","the framework and guidelines on land policy in africa is the result of a three year road map of activities that involved intense reflection, rigorous consultations and exemplary collaboration across the continent. these activities involved african continental and regional institutions, governments, prominent african land experts from all regions of the continent, and representatives of land stakeholders and development partners. the activities of the road map were implemented by a tripartite consortium of the african union commission auc, the united nations economic commission for africa ace and the african development bank afdb, through a land policy initiative lpi. the aux provided overall leadership for the functioning of the initiative, with ace and afdc providing technical support and mobilizing effective partnerships to ensure its success.","Guidelines on land policy in africa","8","9","en","The framework and guidelines on land policy in africa is the result of a three-year road map of activities that involved intense reflection, rigorous consultations and exemplary collaboration across the continent. These activities involved african continental and regional institutions, governments, prominent african land experts from all regions of the continent, and representatives of land stakeholders and development partners. The activities of the road map were implemented by a tripartite consortium of the african union commission auc, the united nations economic commission for africa ace and the african development bank afdb, through a land policy initiative lpi. The aux provided overall leadership for the functioning of the initiative, with ace and afdc providing technical support and mobilizing effective partnerships to ensure its success.",0.293238643885055
"187","using markets to leverage investment in forest and landscape restoration in the tropics contents lists available at science direct keywords ecological economics ecosystem services forest governance large scale restoration tropical forest restoration tropical reforestation wood production governments and international organizations are promoting or drafting programs to undertake forest and landscape restoration flr of hundreds of millions of hectares of degraded tropical landscapes to support the provision of ecosystem goods and services. but the challenge to recover economic and ecological functionality could be far beyond their financial capacity. here, we explore the potential of markets and their interaction with policies to leverage investment for flr in the tropics. we first review the challenges and opportunities of exploiting market forces for flr, which can be essential for kick starting the implementation of programs globally. we identify four key opportunities for regulating markets to promote flr economic mechanisms; technological, educational or infrastructural investment; legal and enforcement mechanisms; and market led standards and certification schemes. finally, we present five pitfalls that may arise when relying on markets to promote flr. governments will need to play a critical role in establishing appropriate policy frameworks and institutional arrangements to leverage investments when market signals are not strong enough to initiate changes in traditional land use or farming practices, or to regulate reforestation activities when market signals become so strong that they overwhelm all other land use activities, leading to a transformed and homogenized landscape. 1. the scale of restoration potential in the tropics the extent of degraded land around the world poses a growing concern. although degradation is used to describe a range of contexts ghoul et al., 201 5; gibbs and salmon, 201 5; hobbs, 201 6, wide consensus holds that anthropogenic impacts have remarkably changed earth's natural processes and compromised the capacity of ecosystems to supply benefits to humanity lewis et al., 201 5. the short term profits of unsustainable exploitation of natural resources are largely uncompensated by the negative economic consequences of longer term restrictions on the capacity of ecosystems to provide goods and services to people co stanza et al., 199 7; balm ford et al., 200 2. reducing perverse incentives for degrading activities and instead promoting those that support ecosystem recovery are thus key issues to be addressed by the global economy to provide a better future to all throughout human history, population densities have normally been sufficiently low to ensure that environmental resources are available and accessible to people, and that the future provision of natural benefits was safeguarded. however, the large expansion of intensive agriculture, urbanization, and global population in the 20 ht century means that ecosystem goods and services es are no longer freely available for a large share of humans. harvesting forest products from natural ecosystems is no longer an option for supplying the high and still growing demand. land scarcity and concentration of population in large urban centers mean that migration is unable to improve access to es essential for human wellbeing. today, large regions of the globe face water security risks smartypants et al., 201 0, are threatened by climate change heidelberg et al., 200 9, candor have agricultural 138 9 934 1  201 7 levier b.v. all rights reserved.","Markets to leverage investment in restoration","8","1","en","Using markets to leverage investment in forest and landscape restoration in the tropics contents lists available at science direct keywords ecological economics ecosystem services forest governance large-scale restoration tropical forest restoration tropical reforestation wood production governments and international organizations are promoting or drafting programs to undertake forest and landscape restoration FLR of hundreds of millions of hectares of degraded tropical landscapes to support the provision of ecosystem goods and services. But the challenge to recover economic and ecological functionality could be far beyond their financial capacity. Here, we explore the potential of markets and their interaction with policies to leverage investment for FLR in the tropics. We first review the challenges and opportunities of exploiting market forces for flr, which can be essential for kick-starting the implementation of programs globally. We identify four key opportunities for regulating markets to promote FLR economic mechanisms; technological, educational or infrastructural investment; legal and enforcement mechanisms; and market-led standards and certification schemes. Finally, we present five pitfalls that may arise when relying on markets to promote flr. Governments will need to play a critical role in establishing appropriate policy frameworks and institutional arrangements to leverage investments when market signals are not strong enough to initiate changes in traditional land use or farming practices, or to regulate reforestation activities when market signals become so strong that they overwhelm all other land-use activities, leading to a transformed and homogenized landscape. 1. The scale of restoration potential in the tropics the extent of degraded land around the world poses a growing concern. Although degradation is used to describe a range of contexts ghoul et al., 2015; gibbs and salmon, 2015; hobbs, 2016, wide consensus holds that anthropogenic impacts have remarkably changed earth's natural processes and compromised the capacity of ecosystems to supply benefits to humanity lewis et al., 2015. The short-term profits of unsustainable exploitation of natural resources are largely uncompensated by the negative economic consequences of longer-term restrictions on the capacity of ecosystems to provide goods and services to people co stanza et al., 1997; balm ford et al., 2002. Reducing perverse incentives for degrading activities and instead promoting those that support ecosystem recovery are thus key issues to be addressed by the global economy to provide a better future to all throughout human history, population densities have normally been sufficiently low to ensure that environmental resources are available and accessible to people, and that the future provision of natural benefits was safeguarded. However, the large expansion of intensive agriculture, urbanization, and global population in the 20 HT century means that ecosystem goods and services es are no longer freely available for a large share of humans. Harvesting forest products from natural ecosystems is no longer an option for supplying the high and still growing demand. Land scarcity and concentration of population in large urban centers mean that migration is unable to improve access to es essential for human wellbeing. Today, large regions of the globe face water security risks smartypants et al., 2010, are threatened by climate change heidelberg et al., 2009, candor have agricultural 1389-9341  2017 levier b.v. All rights reserved.",0.504215413233298
"343","iucnwri, 201 4. a guide to the restoration opportunities assessment methodology roam assessing forest landscape restoration opportunities at the national or subnational level. in working paper road test edition. gland, switzerland 12 5 pp..","Markets to leverage investment in restoration","8","10","en","Iucnwri, 2014. A guide to the restoration opportunities assessment methodology roam assessing forest landscape restoration opportunities at the national or subnational level. In working paper road-test edition. Gland, switzerland 125 pp..",0.201499153321351
"392","creating space for large scale restoration in tropical agricultural landscapes. front. ecol. environ. 1 3, 21 121 8.","Markets to leverage investment in restoration","8","10","en","Creating space for large-scale restoration in tropical agricultural landscapes. Front. Ecol. Environ. 13, 211218.",0.227154321294072
"824","markets are human constructs, created or collapsed depending on societal incentives and historical contexts. exploiting markets to achieve social change is a strategy that is more than two centuries old, as exemplified by the sugar boycott campaign against the british slave trade, which begun in 178 7 and finally succeeded more than half a century later hochschild, 200 5. notably, in the last decade, no pressure on the companies involved in trading and making products from agricultural commodities has resulted in important zero net deforestation commitments from major corporations covering the large component of global trade newsstand et al., 201 4. the economic value of branding and the importance of corporate image are now so great that the mere threat of bad publicity can change the behavior of multibillion dollar corporations.","Markets to leverage investment in restoration","8","2","en","Markets are human constructs, created or collapsed depending on societal incentives and historical contexts. Exploiting markets to achieve social change is a strategy that is more than two centuries old, as exemplified by the sugar-boycott campaign against the british slave trade, which begun in 1787 and finally succeeded more than half a century later hochschild, 2005. Notably, in the last decade, no pressure on the companies involved in trading and making products from agricultural commodities has resulted in important zero net deforestation commitments from major corporations covering the large component of global trade newsstand et al., 2014. The economic value of branding and the importance of corporate image are now so great that the mere threat of bad publicity can change the behavior of multibillion-dollar corporations.",0.43617798290369
